id,title,description,link,image_link,availability,price,brand,identifier_exists,
SDH2454-289,Joel Leaf & Vine Jeweled Glass Jar,Make a Joel Leaf & Vine Jeweled Glass Jar part of an opulent cornucopia celebrating the start of a fruitful holiday season. Your table will be overflowing when accented with an exuberant mix of our fall decor—each piece mouth-blown in amber-shaded glass - dappled in gold - and adorned with jeweled and enameled flora. Fluted and criss-cross-textured glass is individually fitted with 14K-gold-finished metal vines - leaves - and flowers enameled in tones of berry - green - and gold with hand-set crystal details.,https://www.jaystrongwater.com/boxes/joel-leaf-vine-jeweled-glass-jar-sdh2454-289,https://www.jaystrongwater.com/img/product/SDH2454-289_1-Z.jpg?fv=F2C5A5D82E536D91BD0E10D7F723F1BA-113141,In Stock,1400,Jay Strongwater,no,
SHW3319-209,Aurelia Hydrangea Wall Art,Inspired by old botanical prints this Aurelia Hydrangea Wall Art began by carving the original model to capture the hydrangea’s delicate beauty. Finished in 14K Gold with layers of translucent enamels and sparkling with hand-set Swarovski crystals by our finest artisans in Rhode Island. The stunning hydrangea flower is individually mounted on a gold-leaf frame. Aurelia Hydrangea Wall Art can self-stand on a table/shelf or be hung on the wall. Beautiful on its own and compelling when combined with the other flowers in our series of wall art designs.,https://www.jaystrongwater.com/flora-fauna/aurelia-hydrangea-wall-art-shw3319-209,https://www.jaystrongwater.com/img/product/SHW3319-209_1-Z.jpg?fv=99F1D0E4D4A202786FD75E04EF33992B-57610,In Stock,2800,Jay Strongwater,no,
SPF5860-292,Dacia Floral Branch 8in x 10in Frame,In the Composition collection - we set aside our enamels and crystals allowing the natural beauty of the carved metals to shine through. A graceful composition of metal twigs and floral blossoms surround the Dacia frame in delicate beauty. Casted in pewter and hand-polished with a 18K gold finish by our master artisans in Rhode Island. This Dacia frame is complete with a mahogany finished wood back plate and kick stand allowing it to stand vertically or horizontally.,https://www.jaystrongwater.com/view-all-frames/dacia-floral-branch-8-x-10-frame-spf5860-292,https://www.jaystrongwater.com/img/product/SPF5860-292_1-Z.jpg?fv=A1208941A72D2FC6A75B07FA1738F348-75987,In Stock,746.25,Jay Strongwater,no,
SDH1740-280,Ox Figurine - Natural,Embellish your world with Jay Strongwater’s signature style. The Ox Figurine is deftly hand-enameled and hand-set with Swarovski® crystals by skilled artisans.,https://www.jaystrongwater.com/highland/ox-figurine-natural-sdh1740-280,https://www.jaystrongwater.com/img/product/SDH1740-280_1-Z.jpg?fv=4A1D4FFAE601E32E2C41549A8A8DECAD-64510,In Stock,1200,Jay Strongwater,no,
SDH1790-280,Washington Grand Eagle Figurine - Natural,Capturing the drama of the eagle in flight - his wings fully extended - begins with our master model maker carving the Washington Grand Eagle Figurine in clay. Next - molds are made - and seven separate pewter castings are poured and finished in 18K gold. The artisans in Rhode Island will spend over two days applying layers of enamel to each eagle before 2000 crystals are hand-set. In total - eight artisans will spend three weeks creating each Grand Eagle Figurine. Carved black marble plinth. Limited to an edition of 350.,https://www.jaystrongwater.com/highland/washington-grand-eagle-figurine-natural-sdh1790-280,https://www.jaystrongwater.com/img/product/SDH1790-280_1-Z.jpg?fv=437B4084703DA25CE587EAF05E6D6141-63493,In Stock,6500,Jay Strongwater,no,
SPF5851-261,Gloria Lapis 3in x 5in Frame,Place family photos in these modern frames featuring precious stones from our jewelry workbench. Each Gloria Lapis 3in x 5in Frame begins with a large chunk of genuine lapis lazuli that is finely shaped and polished by hand. The cabochons are held in place by hammered metal corners and back with an 18K gold finish. Due to the natural material - each design is truly one of a kind. Frames stand vertically or horizontally. Imported stones; all metal from Rhode Island.,https://www.jaystrongwater.com/view-all-frames/gloria-lapis-3-x-5-frame-spf5851-261,https://www.jaystrongwater.com/img/product/SPF5851-261_1-Z.jpg?fv=72A5CE0F03B063E58F91B1049A0FF912-55009,In Stock,1600,Jay Strongwater,no,
SPF5867-202,Nova Butterfly 3in x 4in Frame, Our signature jeweled butterfly – hand-painted in rainbow enamels – pops on the corner of the Nova Butterfly Frame. Casted in pewter - finished in 14K gold - and hand-set with sparkling Swarovski champagne crystals. With our signature - all cream enamel back plate – this frame is truly beautiful from any view.  Stands vertically or horizontal.,https://www.jaystrongwater.com/pop-life/nova-butterfly-3-x-4-frame-spf5867-202,https://www.jaystrongwater.com/img/product/SPF5867-202-Z.jpg?fv=23E0320A8FA264E9655A52BB217DAD2D-75893,In Stock,495,Jay Strongwater,no,
SPF5850-261,Priscilla Lapis 5in x 7in Frame,Place family photos in these modern frames featuring precious stones from our jewelry workbench. Each Priscilla Lapis 5in x 7in Frame begins with a large chunk of genuine lapis lazuli that is finely shaped and polished by hand. The cabochons are held in place by hammered metal corners and back with an 18K gold finish. Due to the natural material - each design is truly one of a kind. Frames stand vertically or horizontally. Imported stones; all metal from Rhode Island.,https://www.jaystrongwater.com/view-all-frames/priscilla-lapis-5-x-7-frame-spf5850-261,https://www.jaystrongwater.com/img/product/SPF5850-261_1-Z.jpg?fv=14556016E32CFC1963712EE43EB5A668-61619,In Stock,1900,Jay Strongwater,no,
SDH1902-256,Renee Tulip Objet,Our jeweled garden of floral objets blooms anew with the striking Renee parrot tulip flourishing in hand-painted enamels striated in shades of cerise and magenta with green accents. Hand-set Swarovski crystals embellish each petal in sparkling ruby - Indian pink - and jonquil stones. Individually crafted by our finest artisans in the Jay Strongwater Rhode Island workshop.,https://www.jaystrongwater.com/flora-fauna/renee-tulip-objet-sdh1902-256,https://www.jaystrongwater.com/img/product/SDH1902-256_1-Z.jpg?fv=14B96673DE5E5086775C147C97435BE9-54294,In Stock,1350,Jay Strongwater,no,
SDH7383-222,Maren Bouquet Heart Box,The Maren heart shaped box feels wonderful in your hands – beautifully sculpted in porcelain - finished in brilliant red and edged in gold – with a charming bouquet of jeweled violets scattered on the lid. Each petal hand-painted in shades of pinks with hand-set opal colored crystals.,https://www.jaystrongwater.com/boxes/maren-bouquet-heart-box-sdh7383-222,https://www.jaystrongwater.com/img/product/SDH7383-222_1-Z.jpg?fv=656752D7A6EA8ECC5915F28C1B4738E7-60961,In Stock,296.25,Jay Strongwater,no,
SPF5511-292,Lucas Stone Edge 5in x 7in Frame,Golden crystals will elegantly frame your family in this Lucas Stone Edge 5in x 7in Frame. Pewter metal is finished in gold from Rhode Island - and enameled and set with crystals in New York.,https://www.jaystrongwater.com/wedding/lucas-stone-edge-5-x-7-frame-spf5511-292,https://www.jaystrongwater.com/img/product/SPF5511-292_1-Z.jpg?fv=061A2FED71E258AE7C8040061E5733CD-77582,In Stock,595,Jay Strongwater,no,
SDH1855-280,Woodrow Bear Figurine,Our Woodrow Bear Figurine is first sculpted by an artisan’s hands in clay - then molded in pewter - and finally finished in 14K gold at our Rhode Island workshop. Layers of translucent enamel are applied - and crystals hand-set by our New York artisans sparkle along the finely detailed texture of the bear’s fur.,https://www.jaystrongwater.com/highland/woodrow-bear-figurine-sdh1855-280,https://www.jaystrongwater.com/img/product/SDH1855-280_1-Z.jpg?fv=91A6018C3546069A5AE99701AEB66FDD-95610,In Stock,2800,Jay Strongwater,no,
SPF5851-261,Gloria Lapis 3in x 5in Frame,Place family photos in these modern frames featuring precious stones from our jewelry workbench. Each Gloria Lapis 3in x 5in Frame begins with a large chunk of genuine lapis lazuli that is finely shaped and polished by hand. The cabochons are held in place by hammered metal corners and back with an 18K gold finish. Due to the natural material - each design is truly one of a kind. Frames stand vertically or horizontally. Imported stones; all metal from Rhode Island.,https://www.jaystrongwater.com/highland/gloria-lapis-3-x-5-frame-spf5851-261,https://www.jaystrongwater.com/img/product/SPF5851-261_1-Z.jpg?fv=72A5CE0F03B063E58F91B1049A0FF912-55009,In Stock,1600,Jay Strongwater,no,
SJ9229-256,W Charm,Whether your name is Alice - Betty - Carol or Zoe - we have a charm just for you. In our first collection of alphabet charms - all 26 letters have been individually carved with delicate leaves and flowers woven around antique-inspired letters finished in 18K gold. Of course - the backs are just as beautiful as the fronts: On the W Charm - you’ll find a sweet jeweled flower. Each one is beautifully packaged in a fine jeweler’s box for gift-giving perfection.,https://www.jaystrongwater.com/chains-charms/w-charm-sj9229-256,https://www.jaystrongwater.com/img/product/SJ9229-256_1-Z.jpg?fv=ED44636CE02951B29DA3B61079F549DF-50352,In Stock,95,Jay Strongwater,no,
SDH1829-280,Terence Stag Figurine - Natural,The magnificent centerpiece of our new Highland Collection. The grandeur of our Terence Stag Figurine is brought to life as he is first molded in clay - then sculpted in pewter - and finished in 18K gold. Our artisans in Rhode Island apply layers of translucent enamel and hand-set more than 900 crystals along his tufted fur. Limited edition of 350.,https://www.jaystrongwater.com/highland/terence-stag-figurine-natural-sdh1829-280,https://www.jaystrongwater.com/img/product/SDH1829-280_1-Z.jpg?fv=721677EDF10FD7152F614757FFB1AD3C-65481,In Stock,6500,Jay Strongwater,no,
SPF5693-278,Kate Hydrangea 4in x 6in Frame,The Kate Hydrangea 4in x 6in Frame’s organic forms are truly enchanting. Blossoming hydrangeas - enameled in porcelain-inspired pale hues - wrap the floating frame. Captivating hydrangea petals - in carved metal with an antiqued 14K gold finish - are delicately painted and adorned with almost 300 hand-set Swarovski® crystals. Designed to be cherished along with your most precious memories.,https://www.jaystrongwater.com/view-all-frames/kate-hydrangea-4-x-6-frame-spf5693-278,https://www.jaystrongwater.com/img/product/SPF5693-278_1-Z.jpg?fv=31CA2B932B9D876DC3D4A46D6D4DAB0E-165783,In Stock,1400,Jay Strongwater,no,
SPF5758-232,Alexi Peacock Figurine 4in x 6in Frame,Alexi - our golden peacock sits proudly at the top of this gorgeous frame - his jeweled tail sparkling as it cascades all the way down. The original model is first carved in clay - then casted in pewter and finished in 14K Gold. Each peacock feather is hand-painted in translucent golden enamels and hand-set with hundreds of Swarovski crystals in shades of Champagne Topaz and White Opal. Our finest artisans at the Jay Strongwater Rhode Island workshop bring all the elements together to make each frame. With our signature - pierced back plate – this frame is truly beautiful from any view.  This frame stands vertically only.,https://www.jaystrongwater.com/wedding/alexi-peacock-figurine-4-x-6-frame-spf5758-232,https://www.jaystrongwater.com/img/product/SPF5758-232_1-Z.jpg?fv=A7E383C7A2061A4A165D40DB16DD3CEE-96094,In Stock,2200,Jay Strongwater,no,
SDH2436-295,Jessa Vine Floral Small Bowl,With gilded grace - this lusciously handmade treasure is designed to be cherished. Lush - exuberant florals are hand-painted in mixed metallics on fluted - gold-edged glassware from Poland. Each Jessa Vine Floral Small Bowl is decorated by hand and set with sparkling Swarovski® crystals.,https://www.jaystrongwater.com/wedding/jessa-vine-floral-small-bowl-sdh2436-295,https://www.jaystrongwater.com/img/product/SDH2436-295_1-Z.jpg?fv=E7CA0D76D2B0E8E1C76BFC5837CF87DF-53450,In Stock,195,Jay Strongwater,no,
SJ9226-256,T Charm,Whether your name is Alice - Betty - Carol or Zoe - we have a charm just for you. In our first collection of alphabet charms - all 26 letters have been individually carved with delicate leaves and flowers woven around antique-inspired letters finished in 18K gold. Of course - the backs are just as beautiful as the fronts: On the T Charm - you’ll find a sweet jeweled flower. Each one is beautifully packaged in a fine jeweler’s box for gift-giving perfection.,https://www.jaystrongwater.com/chains-charms/t-charm-sj9226-256,https://www.jaystrongwater.com/img/product/SJ9226-256_1-Z.jpg?fv=2B75981F05ED00CE1923CE255C74D8FC-40492,In Stock,95,Jay Strongwater,no,
SPF5846-287,Blaine Tiger's Eye 3in x 5in Frame,Place family photos in these modern frames featuring precious stones from our jewelry workbench. Each Blaine Tiger’s Eye 3in x 5in Frame begins with a large chunk of genuine tiger’s eye that is finely shaped and polished by hand. The cabochons are held in place by hammered metal corners and back with an 18K gold finish. Due to the natural material - each design is truly one of a kind. Frames stand vertically or horizontally. Imported stones; all metal from Rhode Island.,https://www.jaystrongwater.com/view-all-frames/blaine-tiger-s-eye-3-x-5-frame-spf5846-287,https://www.jaystrongwater.com/img/product/SPF5846-287_1-Z.jpg?fv=4A1FF69B148AFDCFC473B1FCA9F663FA-48160,In Stock,1000,Jay Strongwater,no,
SPF5757-232,Ferdinand Peacock Feather 5in x 7in Frame,Jeweled peacock feathers surround the Ferdinand Peacock Frame with an elegant glamour. Casted in pewter - finished in 14K Gold - each peacock feather is hand-painted in translucent golden enamels and hand-set with over eighteen hundred Swarovski crystals in shades of Champagne - Topaz with special pear-cut stones at the center of each feather eye. Our finest artisans at the Jay Strongwater Rhode Island workshop bring all the elements together to make each frame. With our signature - pierced back plate and kickstand – this frame is truly beautiful from any view.  Stands vertically or horizontal.,https://www.jaystrongwater.com/golden/ferdinand-peacock-feather-5-x-7-frame-spf5757-232,https://www.jaystrongwater.com/img/product/SPF5757-232_1-Z.jpg?fv=F8669D1A581751853F088F2943469DC8-113330,In Stock,1875,Jay Strongwater,no,
SHW3314-237,Julia Orchid Wall Art,Inspired by old botanical prints this Julia Orchid Wall Art began by carving the original model to capture the orchid’s delicate beauty. Finished in 14K gold with layers of translucent enamels and sparkling with hand-set Swarovski crystals by our finest artisans in Rhode Island. This elegant orchid is individually mounted on a gold-leaf frame. Julia Orchid Wall Art can self-stand on a table/shelf or be hung on the wall. Beautiful on its own and compelling when combined with the other flowers in our series of wall art designs.,https://www.jaystrongwater.com/furniture-lighting/julia-orchid-wall-art-shw3314-237,https://www.jaystrongwater.com/img/product/SHW3314-237_1-Z.jpg?fv=DBC5545D0B38F46B522E49D9877D6AE1-56708,In Stock,2800,Jay Strongwater,no,
SJ9317-292,Scroll & Flower Heart Pearl Necklace,Hand polished delicate flowers and leaves shine against an etched Florentine textured background on this dimensional heart pendant. Finished in 18K Gold and hand-set with Swarovski blush crystals – the heart swings from a glass pearl necklace. From the Jay Strongwater Rhode Island workshop.,https://www.jaystrongwater.com/wedding/scroll-flower-heart-pearl-necklace-sj9317-292,https://www.jaystrongwater.com/img/product/SJ9317-292_1-Z.jpg?fv=6B001DCB7F6EAF0FEB92BD0B5265DB68-26695,In Stock,296.25,Jay Strongwater,no,
SHW3280-256,Vanessa Mille Fiori Butterfly Wall Art,To capture the beauty of a butterfly’s wings - we often turn to vintage botanical prints for inspiration. Framed in gold leaf - our sculptural wall art brings these watercolors to life. This Vanessa Mille Fiori Flora Butterfly Wall Art is intricately carved in metal - hand-painted in vivid enamels - and accented with sparkling crystals.,https://www.jaystrongwater.com/furniture-lighting/vanessa-mille-fiori-butterfly-wall-art-shw3280-256,https://www.jaystrongwater.com/img/product/SHW3280-256_1-Z.jpg?fv=3CA8BDF140B8430C969938417899B5AB-79617,In Stock,2200,Jay Strongwater,no,
SDH1832-280,Milo Owl 7in Figurine - Natural,How adorable! On their own or nestled together - our owls add a charming touch in your home. The Milo Owl 7in Figurine’s intricately patterned feathers are detailed in painted enamels and hand-set crystals in our New York workshop.,https://www.jaystrongwater.com/highland/milo-owl-7-figurine-natural-sdh1832-280,https://www.jaystrongwater.com/img/product/SDH1832-280_1-Z.jpg?fv=A1F2B85F41FB21A123094D8775F71C10-91240,In Stock,1400,Jay Strongwater,no,
SPF5757-232,Ferdinand Peacock Feather 5in x 7in Frame,Jeweled peacock feathers surround the Ferdinand Peacock Frame with an elegant glamour. Casted in pewter - finished in 14K Gold - each peacock feather is hand-painted in translucent golden enamels and hand-set with over eighteen hundred Swarovski crystals in shades of Champagne - Topaz with special pear-cut stones at the center of each feather eye. Our finest artisans at the Jay Strongwater Rhode Island workshop bring all the elements together to make each frame. With our signature - pierced back plate and kickstand – this frame is truly beautiful from any view.  Stands vertically or horizontal.,https://www.jaystrongwater.com/wedding/ferdinand-peacock-feather-5-x-7-frame-spf5757-232,https://www.jaystrongwater.com/img/product/SPF5757-232_1-Z.jpg?fv=F8669D1A581751853F088F2943469DC8-113330,In Stock,1875,Jay Strongwater,no,
SDH1063-232,Vivienne Duchess Cake Knife,Our Vivienne Duchess Cake Knife is a very special serving piece indeed. Cut the cake in style with an engraved blade and hand-enameled - crystal-encrusted handle.,https://www.jaystrongwater.com/wedding/vivienne-duchess-cake-knife-sdh1063-232,https://www.jaystrongwater.com/img/product/SDH1063-232_1-Z.jpg?fv=8B538905DABEBF614FD1F1D84D7D033A-27169,In Stock,495,Jay Strongwater,no,
SDH7361-272,Lainey Tulip Porcelain Box,Just like its floral inspiration - apparent simplicity belies multifaceted elegance. Expertly crafted in cast pewter and hand-painted in a sophisticated palette by our artisans - each Lainey Tulip Porcelain Box is a sight to behold. Finished in 14K gold with a romantically enameled tulip perched atop a field of richly hued porcelain - you’ll find the vessels to be just as precious as the treasures they hold.,https://www.jaystrongwater.com/boxes/lainey-tulip-porcelain-box-sdh7361-272,https://www.jaystrongwater.com/img/product/SDH7361-272_1-Z.jpg?fv=5A9D24B5D5C178D27A906DFB857EDD7B-34780,In Stock,295,Jay Strongwater,no,
SDH1904-256,Rosemary Tulip Egg Objet,This magnificent collectable objet began as a rough sketch of an egg covered in blossoming tulips that would open to reveal an adorable little chick. For months this concept slowly came to life in carved clay models depicting the dimensional flowers engraved on the outside of the egg resting on the twig base. Multiple molds were made - and the final design was poured in pewter and finished in 14K Gold. Our finest artisans at the Jay Strongwater Rhode Island workshop paint layers of translucent enamels to depict the vibrant tulips in shades of magenta - cerise - lemon and chartreuse- each petal and leaf is highlighted with hand-set Swarovski crystals. Inside - the cute chick stands on a verdant green hill with a small butterfly at his foot. The Rosemary Tulip Egg Objet is limited to an edition of 250.,https://www.jaystrongwater.com/flora-fauna/rosemary-tulip-egg-objet-sdh1904-256,https://www.jaystrongwater.com/img/product/SDH1904-256_1-Z.jpg?fv=B5AE9F0A683E086C1902915C4F1BE0E5-85856,In Stock,3800,Jay Strongwater,no,
SDH1123-232,Ling Mystic Knot Trinket Tray,Our Ling Mystic Knot Trinket Tray is an heirloom treasure keeper - handcrafted in our New York workshop.,https://www.jaystrongwater.com/wedding/ling-mystic-knot-trinket-tray-sdh1123-232,https://www.jaystrongwater.com/img/product/SDH1123-232_1-Z.jpg?fv=5293DDB8C3CDCE92AE388EB4484B193F-50790,In Stock,195,Jay Strongwater,no,
SDH1762-202,Ansel Zebra Figurine, We have opened our paint box of enamels and painted a small edition of the Ansel Zebra in a pop of rainbow stripes! First carved in clay to capture the beauty of the zebra - then casted in pewter and finally finished in 14K gold at our Rhode Island foundries. Our finest artisans in Rhode Island paint each figurine with over 15 enamel colors and hand-set hundreds of Swarovski crystals. Limited to a numbered edition of 100.,https://www.jaystrongwater.com/pop-life/ansel-zebra-figurine-sdh1762-202,https://www.jaystrongwater.com/img/product/SDH1762-202-Z.jpg?fv=D0877DD41EDC05DFD291EBD5BB1ADB8C-108314,In Stock,4500,Jay Strongwater,no,
SPF5810-280,Reed Feather 5in x 7in Frame,Inspired by the texture and patterns of owl feathers - our Reed Feather 5in x 7in Frame is set in pewter with a 14K gold finish. Handcrafted in Rhode Island and New York.,https://www.jaystrongwater.com/highland/reed-feather-5-x-7-frame-spf5810-280,https://www.jaystrongwater.com/img/product/SPF5810-280_1-Z.jpg?fv=3FADFEC1077ED6CC215BF8EEB772174A-160186,In Stock,1295,Jay Strongwater,no,
SDH1854-250,St. Nicholas Santa with Tree Music Box,Our artistry shines with an old-fashioned jeweled Santa next to a festive Christmas tree - featuring miniature replicas of some of our classic holiday ornaments. The musical box inside plays “Holly Jolly Christmas.” Our finest artisans in Rhode Island craft each limited-edition St. Nicholas Santa with Tree Music Box. Hand-painted and hand-set with Swarovski® crystals. Music movement from Reuge in Switzerland.,https://www.jaystrongwater.com/boxes/st-nicholas-santa-with-tree-music-box-sdh1854-250,https://www.jaystrongwater.com/img/product/SDH1854-250_1-Z.jpg?fv=ADC718D5FF39B20C80F1920A6B0E6DD9-124185,In Stock,3600,Jay Strongwater,no,
SDH7377-287,Ollie Tiger's Eye Turtle Box,Slow and steady wins the race - so they say—or perhaps they meant stunning and sparkly? Either way - this little turtle’s a winner in our book. A dazzling hand-cut - semiprecious tiger’s eye cabochon is set in hammered 18K-gold-finished metal on our Ollie Tiger’s Eye Turtle Box. What a charming gift he would make!,https://www.jaystrongwater.com/highland/ollie-tiger-s-eye-turtle-box-sdh7377-287,https://www.jaystrongwater.com/img/product/SDH7377-287_1-Z.jpg?fv=B748724112A846C40E9AFF3516A3117F-49869,In Stock,475,Jay Strongwater,no,
SPF5865-283,Bartram White Marble 5in x 7in Frame, Place family photos in these modern frames featuring carved stones from our jewelry workbench. Each Bartram 5in x 7in Frame begins with a large chunk of white marble that is finely shaped and polished by hand. The cabochons are held in place by hammered metal corners and an intricately designed back plate in 18K gold finish. Due to the natural material - each design is truly one of a kind. Frames stand vertically or horizontally. Imported stones; all metal from Rhode Island.,https://www.jaystrongwater.com/view-all-frames/bartram-white-marble-5-x-7-frame-spf5865-283,https://www.jaystrongwater.com/img/product/SPF5865-283-Z.jpg?fv=D9D82F1171D672C45354567CD1A02A19-47616,In Stock,900,Jay Strongwater,no,
SDH2419-295,Danielle Vine Floral Vase,With gilded grace - this lusciously handmade treasure is designed to be cherished. Lush - exuberant florals are hand-painted in mixed metallics on fluted - gold-edged glassware from Poland. Each Danielle Vine Floral Vase is decorated by hand and set with sparkling Swarovski® crystals.,https://www.jaystrongwater.com/wedding/danielle-vine-floral-vase-sdh2419-295,https://www.jaystrongwater.com/img/product/SDH2419-295_1-Z.jpg?fv=64658AA5905D8E130AE40A9414B9FF20-83116,In Stock,495,Jay Strongwater,no,
SDH7396-280,Ana Pineapple Box, The incredibly lush Ana Pineapple Box has been totally blinged out with thousands of Swarovski crystals in tones of Citrine and Topaz. Casted in pewter - finished in 14K gold and beautifully painted in golden yellow enamels and leafy greens for the crown by our finest artisans in Rhode Island with a pop of a bright fuchsia enamel interior.,https://www.jaystrongwater.com/pop-life/ana-pineapple-box-sdh7396-280,https://www.jaystrongwater.com/img/product/SDH7396-280-Z.jpg?fv=C62FF869A6CBC710087A91ED722C4CF5-93361,In Stock,6500,Jay Strongwater,no,
SDH2357-456,Mirabelle Orchid Single Candlestick - Flora,A striking contour of nouveau-style scrolled brass rises from the table - holding leaf-shaped candle cups. At the base of our Mirabelle Orchid Single Candlestick - lush orchids are fully bloomed in hothouse-toned enamels and set with vibrant faceted crystals and stones. Beautiful displayed as a pair or individually.,https://www.jaystrongwater.com/flora-fauna/mirabelle-orchid-single-candlestick-flora-sdh2357-456,https://www.jaystrongwater.com/img/product/SDH2357-456_1-Z.jpg?fv=2FE7248DC86FC3D23E4A87FD1B4FF69C-45011,In Stock,2200,Jay Strongwater,no,
SJ9296-292,Gilded Scroll & Flower Heart Pendant,Hand polished delicate flowers and leaves shine against an etched Florentine textured background on this dimensional heart pendant. Finished in 18K Gold and hand-set with Swarovski blush crystals – the heart swings from a gold finished steel chain. From the Jay Strongwater Rhode Island workshop.,https://www.jaystrongwater.com/wedding/gilded-scroll-flower-heart-pendant-sj9296-292,https://www.jaystrongwater.com/img/product/SJ9296-292_1-Z.jpg?fv=08BE12A440EAC039FF281FDDEEC1D44B-27715,In Stock,187.50,Jay Strongwater,no,
SHW3255-450,Celeste Flora & Fauna 3-Panel Room Screen,The Celeste Flora & Fauna 3-Panel Screen began at a specialized foundry in Asia where iron rods are hammered - curled - and soldered to form the three panels with their elaborate scrolled interiors. In Rhode Island seventy individual orchid - peony - tulip - and butterflies are casted in pewter and finished in 14K Gold. The Jay Strongwater artisans in Rhode Island paint the garden palette of enamels on each piece - accented with an amazing twenty-five thousand Swarovski crystals. Our finest artisans bring all the elements together to make each room screen.,https://www.jaystrongwater.com/flora-fauna/celeste-flora-fauna-3-panel-room-screen-shw3255-450,https://www.jaystrongwater.com/img/product/SHW3255-450_1-Z.jpg?fv=BCA2ABF7D2D19873B0E0A70670503017-150595,In Stock,56000,Jay Strongwater,no,
SDH8862-281,Allyson Floral Standing Mirror, Inspired by an antique Art Nouveau mirror - this mirror features a sweeping motion of romantic flowers adorning the edges of the large beveled glass mirror and down the stand.,https://www.jaystrongwater.com/wedding/allyson-floral-standing-mirror-sdh8862-281,https://www.jaystrongwater.com/img/product/SDH8862-281_w-Z.jpg?fv=B699897A311A2D45BBEAEFC70217764E-67731,In Stock,4800,Jay Strongwater,no,
SDH7355-256,Bailey Tulip Porcelain Box,Endlessly elegant - with a touch of berry-hued beauty. Why settle for functional when you can have fabulous? Our Bailey Tulip Porcelain Box features a cast pewter tulip finial finished in 14K gold - hand-enameled and hand-set with crystals - atop a gold-edged porcelain box from Portugal.,https://www.jaystrongwater.com/boxes/bailey-tulip-porcelain-box-sdh7355-256,https://www.jaystrongwater.com/img/product/SDH7355-256_1-Z.jpg?fv=FC4CDB4BB47089CAC5350BB2292A3D20-40944,In Stock,395,Jay Strongwater,no,
SDH2520-602,Roy WOW Trinket Tray, With a wink and a nod to cartoon funnies this Roy Wow Trinket Tray lands a punch with vivid enamels - lots of Swarovski crystal bling and a bold shape. Hand polished pewter - finished in silver with hand-painted enamels on both sides. ,https://www.jaystrongwater.com/pop-life/roy-wow-trinket-tray-sdh2520-602,https://www.jaystrongwater.com/img/product/SDH2520-202_alt1-Z.jpg?fv=6FCB5CB6D4A9D9F900E2C71605F454D9-126018,In Stock,450,Jay Strongwater,no,
SDH2455-289,Dalton Leaf & Vine Jeweled Large Glass Jar,Make a Dalton Leaf & Vine Jeweled Large Glass Jar part of an opulent cornucopia celebrating the start of a fruitful holiday season. Your table will be overflowing when accented with an exuberant mix of our fall decor—each piece mouth-blown in amber-shaded glass - dappled in gold - and adorned with jeweled and enameled flora. Fluted and criss-cross-textured glass is individually fitted with 14K-gold-finished metal vines - leaves - and flowers enameled in tones of berry - green - and gold with hand-set crystal details.,https://www.jaystrongwater.com/boxes/dalton-leaf-vine-jeweled-large-glass-jar-sdh2455-289,https://www.jaystrongwater.com/img/product/SDH2455-289_1-Z.jpg?fv=0BAAAB0A291923C5A3181DE8B8949474-101460,In Stock,2000,Jay Strongwater,no,
SDH7384-239,Finley Fish Round Porcelain Box,Finley the fish is a showstopper in his bright yellow and cerulean blue enameled stripes highlighted in white opal colored crystals. Hand-enameled with hand-set crystals on a cream porcelain box. Perfect keepsake that never fails to charm and delight!,https://www.jaystrongwater.com/boxes/finley-fish-round-porcelain-box-sdh7384-239,https://www.jaystrongwater.com/img/product/SDH7384-239_1-Z.jpg?fv=F41DB8C8F91170569EA9BFF697E8CB29-61071,In Stock,250,Jay Strongwater,no,
SJ9223-256,Q Charm,Whether your name is Alice - Betty - Carol or Zoe - we have a charm just for you. In our first collection of alphabet charms - all 26 letters have been individually carved with delicate leaves and flowers woven around antique-inspired letters finished in 18K gold. Of course - the backs are just as beautiful as the fronts: On the Q Charm - you’ll find a sweet jeweled flower. Each one is beautifully packaged in a fine jeweler’s box for gift-giving perfection.,https://www.jaystrongwater.com/chains-charms/q-charm-sj9223-256,https://www.jaystrongwater.com/img/product/SJ9223-256_1-Z.jpg?fv=A9B27886E49FAD1FDA79D9C5E932AC83-44549,In Stock,95,Jay Strongwater,no,
SDH6616-280,Epsen Falcon Wine Stopper & Stand,A beautifully crafted gift to be used and treasured for years to come - the is a proud addition to our menagerie of wine stoppers. Each is gift packaged with a coordinating enameled metal stand.,https://www.jaystrongwater.com/highland/epsen-falcon-wine-stopper-stand-sdh6616-280,https://www.jaystrongwater.com/img/product/SDH6616-280_1-Z.jpg?fv=7F8C8307000A6A1BE6BA48A6DC3DCDD2-42784,In Stock,225,Jay Strongwater,no,
SDH1884-280,Nelson Crane on Lily Pad Figurine,Spectacular - standing more than two feet tall on a lily-pad base and hand-set with more than three thousand Swarovski crystals in shades of Topaz and White Opal. Hand-painted in creamy golden enamels with pale copper-toned accents. The mold is forged in metal at our foundry in India using the original clay model - and later embellished with enamels and crystals at the Jay Strongwater Rhode Island workshop.,https://www.jaystrongwater.com/highland/nelson-crane-on-lily-pad-figurine-sdh1884-280,https://www.jaystrongwater.com/img/product/SDH1884-280_1-Z.jpg?fv=84E42941EB6DDB372DD4F9198268DAD4-67744,In Stock,6500,Jay Strongwater,no,
